UserID,UserNo,IP Address,Date Ended,Q1.1. CQC number,Q7.1. Not enough tablet devices for staff to use for this purpose,"Q7.2. Our tablet devices are not good enough (ie they're too old / slow / do not have the right features)",Q7.3. Our tablets are reserved for - or locked down to - other things and cannot be used for remote consultations,(CQC)_Care home beds,(survey)_Q4.1. Current number of devices,Flag 1,Flag 2,Flag 3,Flag 4,Flag 5,Flag 6,Priority,Number of iPads
140021628,21629,111.111.11.21639,44092,1-1000021628,FALSE,TRUE,TRUE,55,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021629,21630,111.111.11.21640,44092,1-1000021629,TRUE,TRUE,FALSE,19,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021630,21631,111.111.11.21641,44092,1-1000021630,FALSE,FALSE,FALSE,93,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021631,21632,111.111.11.21642,44092,1-1000021631,FALSE,TRUE,FALSE,78,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021632,21633,111.111.11.21643,44092,1-1000021632,TRUE,TRUE,FALSE,22,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021633,21634,111.111.11.21644,44092,1-1000021633,FALSE,FALSE,TRUE,96,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021634,21635,111.111.11.21645,44092,1-1000021634,FALSE,TRUE,TRUE,74,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021635,21636,111.111.11.21646,44092,1-1000021635,FALSE,FALSE,TRUE,18,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021636,21637,111.111.11.21647,44092,1-1000021636,FALSE,TRUE,TRUE,50,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021637,21638,111.111.11.21648,44092,1-1000021637,FALSE,FALSE,FALSE,100,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021638,21639,111.111.11.21649,44092,1-1000021638,TRUE,FALSE,FALSE,82,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021639,21640,111.111.11.21650,44092,1-1000021639,TRUE,TRUE,FALSE,82,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021640,21641,111.111.11.21651,44092,1-1000021640,FALSE,TRUE,TRUE,92,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021641,21642,111.111.11.21652,44092,1-1000021641,FALSE,TRUE,TRUE,60,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021642,21643,111.111.11.21653,44092,1-1000021642,TRUE,TRUE,FALSE,73,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021643,21644,111.111.11.21654,44092,1-1000021643,TRUE,FALSE,FALSE,75,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021644,21645,111.111.11.21655,44092,1-1000021644,TRUE,FALSE,FALSE,72,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021645,21646,111.111.11.21656,44092,1-1000021645,FALSE,TRUE,FALSE,25,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021646,21647,111.111.11.21657,44092,1-1000021646,TRUE,TRUE,FALSE,58,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021647,21648,111.111.11.21658,44092,1-1000021647,FALSE,FALSE,FALSE,33,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021648,21649,111.111.11.21659,44092,1-1000021648,TRUE,TRUE,FALSE,78,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021649,21650,111.111.11.21660,44092,1-1000021649,FALSE,TRUE,FALSE,46,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021650,21651,111.111.11.21661,44092,1-1000021650,FALSE,TRUE,TRUE,98,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021651,21652,111.111.11.21662,44092,1-1000021651,FALSE,FALSE,TRUE,69,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021652,21653,111.111.11.21663,44092,1-1000021652,FALSE,FALSE,FALSE,33,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021653,21654,111.111.11.21664,44092,1-1000021653,FALSE,TRUE,TRUE,22,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021654,21655,111.111.11.21665,44092,1-1000021654,TRUE,FALSE,TRUE,35,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021655,21656,111.111.11.21666,44092,1-1000021655,FALSE,FALSE,TRUE,60,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021656,21657,111.111.11.21667,44092,1-1000021656,FALSE,TRUE,FALSE,51,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021657,21658,111.111.11.21668,44092,1-1000021657,TRUE,TRUE,FALSE,1,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021658,21659,111.111.11.21669,44092,1-1000021658,TRUE,TRUE,TRUE,53,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021659,21660,111.111.11.21670,44092,1-1000021659,TRUE,TRUE,TRUE,42,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021660,21661,111.111.11.21671,44092,1-1000021660,FALSE,TRUE,TRUE,84,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021661,21662,111.111.11.21672,44092,1-1000021661,TRUE,TRUE,TRUE,85,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021662,21663,111.111.11.21673,44092,1-1000021662,FALSE,FALSE,TRUE,49,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021663,21664,111.111.11.21674,44092,1-1000021663,TRUE,TRUE,FALSE,3,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021664,21665,111.111.11.21675,44092,1-1000021664,FALSE,FALSE,TRUE,4,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021665,21666,111.111.11.21676,44092,1-1000021665,FALSE,FALSE,TRUE,77,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021666,21667,111.111.11.21677,44092,1-1000021666,FALSE,TRUE,TRUE,64,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021667,21668,111.111.11.21678,44092,1-1000021667,TRUE,FALSE,FALSE,1,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021668,21669,111.111.11.21679,44092,1-1000021668,FALSE,FALSE,FALSE,46,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021669,21670,111.111.11.21680,44092,1-1000021669,FALSE,FALSE,TRUE,38,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021670,21671,111.111.11.21681,44092,1-1000021670,TRUE,TRUE,TRUE,72,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021671,21672,111.111.11.21682,44092,1-1000021671,FALSE,FALSE,FALSE,53,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021672,21673,111.111.11.21683,44092,1-1000021672,FALSE,FALSE,TRUE,76,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021673,21674,111.111.11.21684,44092,1-1000021673,FALSE,TRUE,FALSE,65,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021674,21675,111.111.11.21685,44092,1-1000021674,FALSE,FALSE,TRUE,71,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021675,21676,111.111.11.21686,44092,1-1000021675,FALSE,TRUE,FALSE,80,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021676,21677,111.111.11.21687,44092,1-1000021676,TRUE,TRUE,FALSE,4,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021677,21678,111.111.11.21688,44092,1-1000021677,TRUE,TRUE,TRUE,49,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021678,21679,111.111.11.21689,44092,1-1000021678,TRUE,TRUE,TRUE,39,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021679,21680,111.111.11.21690,44092,1-1000021679,TRUE,FALSE,FALSE,64,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021680,21681,111.111.11.21691,44092,1-1000021680,TRUE,FALSE,FALSE,4,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021681,21682,111.111.11.21692,44092,1-1000021681,FALSE,FALSE,TRUE,57,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021682,21683,111.111.11.21693,44092,1-1000021682,TRUE,FALSE,TRUE,92,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021683,21684,111.111.11.21694,44092,1-1000021683,TRUE,TRUE,TRUE,20,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021684,21685,111.111.11.21695,44092,1-1000021684,TRUE,TRUE,FALSE,98,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021685,21686,111.111.11.21696,44092,1-1000021685,FALSE,TRUE,FALSE,64,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021686,21687,111.111.11.21697,44092,1-1000021686,TRUE,FALSE,FALSE,50,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021687,21688,111.111.11.21698,44092,1-1000021687,TRUE,FALSE,TRUE,44,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021688,21689,111.111.11.21699,44092,1-1000021688,TRUE,TRUE,TRUE,79,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021689,21690,111.111.11.21700,44092,1-1000021689,TRUE,TRUE,TRUE,40,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021690,21691,111.111.11.21701,44092,1-1000021690,TRUE,FALSE,TRUE,6,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021691,21692,111.111.11.21702,44092,1-1000021691,FALSE,TRUE,FALSE,30,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021692,21693,111.111.11.21703,44092,1-1000021692,FALSE,TRUE,TRUE,94,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021693,21694,111.111.11.21704,44092,1-1000021693,FALSE,FALSE,TRUE,95,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021694,21695,111.111.11.21705,44092,1-1000021694,FALSE,TRUE,TRUE,94,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021695,21696,111.111.11.21706,44092,1-1000021695,FALSE,TRUE,TRUE,10,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021696,21697,111.111.11.21707,44092,1-1000021696,TRUE,TRUE,FALSE,7,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021697,21698,111.111.11.21708,44092,1-1000021697,TRUE,FALSE,TRUE,15,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021698,21699,111.111.11.21709,44092,1-1000021698,FALSE,TRUE,TRUE,53,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021699,21700,111.111.11.21710,44092,1-1000021699,FALSE,FALSE,FALSE,37,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021700,21701,111.111.11.21711,44092,1-1000021700,FALSE,TRUE,TRUE,18,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021701,21702,111.111.11.21712,44092,1-1000021701,TRUE,FALSE,FALSE,41,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021702,21703,111.111.11.21713,44092,1-1000021702,TRUE,FALSE,FALSE,66,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021703,21704,111.111.11.21714,44092,1-1000021703,FALSE,TRUE,FALSE,15,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021704,21705,111.111.11.21715,44092,1-1000021704,FALSE,TRUE,FALSE,26,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021705,21706,111.111.11.21716,44092,1-1000021705,FALSE,FALSE,FALSE,77,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021706,21707,111.111.11.21717,44092,1-1000021706,TRUE,FALSE,TRUE,92,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021707,21708,111.111.11.21718,44092,1-1000021707,FALSE,TRUE,TRUE,23,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021708,21709,111.111.11.21719,44092,1-1000021708,FALSE,FALSE,TRUE,42,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021709,21710,111.111.11.21720,44092,1-1000021709,TRUE,TRUE,FALSE,53,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021710,21711,111.111.11.21721,44092,1-1000021710,FALSE,TRUE,FALSE,3,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021711,21712,111.111.11.21722,44092,1-1000021711,FALSE,FALSE,TRUE,70,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021712,21713,111.111.11.21723,44092,1-1000021712,FALSE,TRUE,TRUE,86,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021713,21714,111.111.11.21724,44092,1-1000021713,FALSE,FALSE,FALSE,53,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021714,21715,111.111.11.21725,44092,1-1000021714,FALSE,FALSE,TRUE,88,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021715,21716,111.111.11.21726,44092,1-1000021715,FALSE,FALSE,TRUE,66,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021716,21717,111.111.11.21727,44092,1-1000021716,FALSE,TRUE,TRUE,5,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021717,21718,111.111.11.21728,44092,1-1000021717,FALSE,TRUE,FALSE,91,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021718,21719,111.111.11.21729,44092,1-1000021718,FALSE,TRUE,TRUE,73,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021719,21720,111.111.11.21730,44092,1-1000021719,TRUE,FALSE,FALSE,4,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021720,21721,111.111.11.21731,44092,1-1000021720,FALSE,TRUE,FALSE,35,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021721,21722,111.111.11.21732,44092,1-1000021721,TRUE,FALSE,TRUE,75,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021722,21723,111.111.11.21733,44092,1-1000021722,TRUE,FALSE,FALSE,99,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021723,21724,111.111.11.21734,44092,1-1000021723,TRUE,FALSE,TRUE,92,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021724,21725,111.111.11.21735,44092,1-1000021724,FALSE,FALSE,TRUE,62,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021725,21726,111.111.11.21736,44092,1-1000021725,FALSE,FALSE,FALSE,19,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021726,21727,111.111.11.21737,44092,1-1000021726,FALSE,FALSE,TRUE,81,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021727,21728,111.111.11.21738,44092,1-1000021727,TRUE,TRUE,TRUE,4,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021728,21729,111.111.11.21739,44092,1-1000021728,TRUE,FALSE,FALSE,91,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021729,21730,111.111.11.21740,44092,1-1000021729,TRUE,FALSE,TRUE,77,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021730,21731,111.111.11.21741,44092,1-1000021730,TRUE,TRUE,TRUE,36,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021731,21732,111.111.11.21742,44092,1-1000021731,FALSE,TRUE,FALSE,56,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021732,21733,111.111.11.21743,44092,1-1000021732,FALSE,FALSE,FALSE,90,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021733,21734,111.111.11.21744,44092,1-1000021733,FALSE,TRUE,FALSE,46,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021734,21735,111.111.11.21745,44092,1-1000021734,FALSE,TRUE,FALSE,63,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021735,21736,111.111.11.21746,44092,1-1000021735,TRUE,TRUE,FALSE,65,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021736,21737,111.111.11.21747,44092,1-1000021736,FALSE,FALSE,FALSE,95,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021737,21738,111.111.11.21748,44092,1-1000021737,FALSE,TRUE,FALSE,96,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021738,21739,111.111.11.21749,44092,1-1000021738,FALSE,FALSE,TRUE,81,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021739,21740,111.111.11.21750,44092,1-1000021739,FALSE,FALSE,TRUE,48,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021740,21741,111.111.11.21751,44092,1-1000021740,TRUE,FALSE,FALSE,11,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021741,21742,111.111.11.21752,44092,1-1000021741,TRUE,FALSE,FALSE,14,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021742,21743,111.111.11.21753,44092,1-1000021742,FALSE,TRUE,TRUE,2,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021743,21744,111.111.11.21754,44092,1-1000021743,TRUE,FALSE,TRUE,56,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021744,21745,111.111.11.21755,44092,1-1000021744,FALSE,TRUE,FALSE,86,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021745,21746,111.111.11.21756,44092,1-1000021745,TRUE,TRUE,TRUE,6,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021746,21747,111.111.11.21757,44092,1-1000021746,TRUE,FALSE,FALSE,22,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021747,21748,111.111.11.21758,44092,1-1000021747,TRUE,TRUE,TRUE,49,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021748,21749,111.111.11.21759,44092,1-1000021748,TRUE,TRUE,FALSE,80,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021749,21750,111.111.11.21760,44092,1-1000021749,TRUE,TRUE,FALSE,69,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021750,21751,111.111.11.21761,44092,1-1000021750,FALSE,FALSE,TRUE,48,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021751,21752,111.111.11.21762,44092,1-1000021751,TRUE,FALSE,TRUE,34,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021752,21753,111.111.11.21763,44092,1-1000021752,TRUE,FALSE,FALSE,90,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021753,21754,111.111.11.21764,44092,1-1000021753,FALSE,FALSE,TRUE,43,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021754,21755,111.111.11.21765,44092,1-1000021754,TRUE,TRUE,FALSE,37,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021755,21756,111.111.11.21766,44092,1-1000021755,TRUE,FALSE,FALSE,90,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021756,21757,111.111.11.21767,44092,1-1000021756,FALSE,TRUE,TRUE,41,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021757,21758,111.111.11.21768,44092,1-1000021757,TRUE,FALSE,TRUE,53,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021758,21759,111.111.11.21769,44092,1-1000021758,FALSE,FALSE,TRUE,45,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021759,21760,111.111.11.21770,44092,1-1000021759,TRUE,TRUE,TRUE,65,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021760,21761,111.111.11.21771,44092,1-1000021760,TRUE,FALSE,FALSE,32,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021761,21762,111.111.11.21772,44092,1-1000021761,TRUE,TRUE,FALSE,63,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021762,21763,111.111.11.21773,44092,1-1000021762,FALSE,TRUE,TRUE,4,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021763,21764,111.111.11.21774,44092,1-1000021763,TRUE,TRUE,TRUE,10,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021764,21765,111.111.11.21775,44092,1-1000021764,TRUE,FALSE,FALSE,5,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021765,21766,111.111.11.21776,44092,1-1000021765,TRUE,TRUE,FALSE,69,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021766,21767,111.111.11.21777,44092,1-1000021766,TRUE,FALSE,TRUE,3,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021767,21768,111.111.11.21778,44092,1-1000021767,FALSE,TRUE,FALSE,25,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021768,21769,111.111.11.21779,44092,1-1000021768,FALSE,FALSE,TRUE,12,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140021769,21770,111.111.11.21780,44092,1-1000021769,FALSE,TRUE,TRUE,53,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021770,21771,111.111.11.21781,44092,1-1000021770,FALSE,FALSE,FALSE,42,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021771,21772,111.111.11.21782,44092,1-1000021771,TRUE,FALSE,FALSE,76,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021772,21773,111.111.11.21783,44092,1-1000021772,TRUE,TRUE,FALSE,20,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021773,21774,111.111.11.21784,44092,1-1000021773,TRUE,FALSE,FALSE,88,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021774,21775,111.111.11.21785,44092,1-1000021774,TRUE,FALSE,TRUE,51,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021775,21776,111.111.11.21786,44092,1-1000021775,TRUE,TRUE,FALSE,64,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021776,21777,111.111.11.21787,44092,1-1000021776,FALSE,TRUE,FALSE,59,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021777,21778,111.111.11.21788,44092,1-1000021777,TRUE,FALSE,TRUE,82,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021778,21779,111.111.11.21789,44092,1-1000021778,TRUE,TRUE,TRUE,44,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021779,21780,111.111.11.21790,44092,1-1000021779,TRUE,FALSE,TRUE,97,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021780,21781,111.111.11.21791,44092,1-1000021780,FALSE,FALSE,TRUE,44,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021781,21782,111.111.11.21792,44092,1-1000021781,FALSE,TRUE,FALSE,19,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021782,21783,111.111.11.21793,44092,1-1000021782,FALSE,TRUE,FALSE,58,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021783,21784,111.111.11.21794,44092,1-1000021783,TRUE,TRUE,TRUE,83,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140021784,21785,111.111.11.21795,44092,1-1000021784,TRUE,TRUE,TRUE,29,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021785,21786,111.111.11.21796,44092,1-1000021785,FALSE,FALSE,FALSE,62,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021786,21787,111.111.11.21797,44092,1-1000021786,FALSE,FALSE,FALSE,79,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021787,21788,111.111.11.21798,44092,1-1000021787,FALSE,FALSE,FALSE,6,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021788,21789,111.111.11.21799,44092,1-1000021788,TRUE,FALSE,TRUE,1,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021789,21790,111.111.11.21800,44092,1-1000021789,FALSE,FALSE,FALSE,52,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140021790,21791,111.111.11.21801,44092,1-1000021790,FALSE,TRUE,TRUE,79,0,More than 40 Residents,No current devices,,,,,Priority One,2
140021791,21792,111.111.11.21802,44092,1-1000021791,TRUE,TRUE,TRUE,66,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021792,21793,111.111.11.21803,44092,1-1000021792,FALSE,FALSE,FALSE,17,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140021793,21794,111.111.11.21804,44092,1-1000021793,FALSE,TRUE,FALSE,51,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140021794,21795,111.111.11.21805,44092,1-1000021794,TRUE,FALSE,TRUE,23,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021795,21796,111.111.11.21806,44092,1-1000021795,FALSE,TRUE,FALSE,33,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140021796,21797,111.111.11.21807,44092,1-1000021796,FALSE,FALSE,TRUE,55,0,More than 40 Residents,No current devices,,,,,Priority One,2
